date,no2_ug_m3,o3_ug_m3
2019-11-08,67.67999999999999,35.476000000000006
2019-11-09,72.192,13.994399999999999
2019-11-10,40.419999999999995,42.13999999999999
2019-11-11,33.464,56.84
2019-11-12,48.692,38.416
2019-11-13,45.308,22.54
2019-11-14,44.18,28.616
2019-11-15,45.872,16.307199999999998
2019-11-16,55.648,32.536
2019-11-17,53.204,32.144000000000005
2019-11-18,63.168,35.476000000000006
2019-11-19,62.792,28.028
2019-11-20,22.747999999999998,52.528
2019-11-21,35.344,34.104
2019-11-22,46.436,22.932000000000002
2019-11-23,52.076,28.616
2019-11-24,46.06,32.34
2019-11-25,49.444,30.968000000000004
2019-11-26,43.992000000000004,33.712
2019-11-27,43.24,29.792
2019-11-28,11.825199999999999,59.584
2019-11-29,30.644,29.596
2019-11-30,28.952,26.852
2019-12-01,28.764,30.184
2019-12-02,55.272,18.7376
2019-12-03,68.61999999999999,4.1748
2019-12-04,46.436,13.622
2019-12-05,38.728,18.5808
2019-12-06,54.896,7.9184
2019-12-07,28.576,24.696
2019-12-08,23.688,32.34
2019-12-09,65.048,2.2344
2019-12-10,49.82,10.9368
2019-12-11,51.7,14.4648
2019-12-12,71.628,7.4284
2019-12-13,63.92,10.0548
2019-12-14,43.052,13.465200000000001
2019-12-15,20.868000000000002,51.352000000000004
2019-12-16,55.836,21.364
2019-12-17,53.016,26.067999999999998
2019-12-18,65.988,13.2104
2019-12-19,70.688,11.172
2019-12-20,59.032,19.345200000000002
2019-12-21,65.42399999999999,3.528
2019-12-22,37.6,38.024
2019-12-23,22.372,43.708
2019-12-24,31.208000000000002,24.892
2019-12-25,15.510000000000002,44.688
2019-12-26,27.072,41.943999999999996
2019-12-27,49.632,14.7392
2019-12-28,41.36,20.580000000000002
2019-12-29,39.668,21.951999999999998
2019-12-30,47.376,21.168000000000003
2019-12-31,57.339999999999996,15.9152
2020-01-01,40.044,29.792
2020-01-02,49.632,17.4048
2020-01-03,65.988,11.113199999999999
2020-01-04,59.596,16.9932
2020-01-05,48.879999999999995,21.56
2020-01-06,59.784000000000006,24.108
2020-01-07,50.384,25.284
2020-01-08,55.083999999999996,10.6428
2020-01-09,46.06,19.2668
2020-01-10,51.7,14.0532
2020-01-11,43.804,18.13
2020-01-12,34.967999999999996,29.204
2020-01-13,43.616,26.852
2020-01-14,49.256,21.168000000000003
2020-01-15,54.52,20.384
2020-01-16,42.488,30.38
2020-01-17,44.744,22.932000000000002
2020-01-18,46.623999999999995,23.128
2020-01-19,53.204,19.5216
2020-01-20,56.4,17.3068
2020-01-21,36.096,29.4
2020-01-22,44.368,19.2668
2020-01-23,53.392,12.74
2020-01-24,62.980000000000004,11.6816
2020-01-25,58.28,14.8568
2020-01-26,34.028000000000006,35.868
2020-01-27,51.512,18.6984
2020-01-28,61.476,13.132
2020-01-29,52.828,27.244
2020-01-30,59.40800000000001,16.758
2020-01-31,60.724000000000004,17.9732
2020-02-01,58.28,8.819999999999999
2020-02-02,41.36,29.204
2020-02-03,16.412399999999998,59.388
2020-02-04,67.492,11.76
2020-02-05,56.4,20.188
2020-02-06,50.196000000000005,26.852
2020-02-07,53.956,31.556
2020-02-08,47.751999999999995,32.732
2020-02-09,25.38,47.432
2020-02-10,48.879999999999995,28.224
2020-02-11,48.692,30.772
2020-02-12,50.196000000000005,27.44
2020-02-13,42.488,34.496
2020-02-14,52.263999999999996,29.988
2020-02-15,45.684,34.300000000000004
2020-02-16,40.044,39.788
2020-02-17,50.196000000000005,34.496
2020-02-18,40.044,40.376
2020-02-19,33.464,46.256
2020-02-20,54.896,31.947999999999997
2020-02-21,47.188,43.708
2020-02-22,13.9684,57.428
2020-02-23,21.62,40.768
2020-02-24,36.66,27.44
2020-02-25,50.76,28.028
2020-02-26,54.52,24.892
2020-02-27,59.22,22.54
2020-02-28,49.444,29.4
2020-02-29,30.832000000000004,42.924
2020-03-01,11.9944,64.68
2020-03-02,21.808,46.452
2020-03-03,43.804,35.279999999999994
2020-03-04,36.284,29.596
2020-03-05,36.472,35.279999999999994
2020-03-06,34.592,34.496
2020-03-07,13.987200000000001,55.076
2020-03-08,17.540399999999998,40.18
2020-03-09,27.824,32.144000000000005
2020-03-10,19.740000000000002,31.36
2020-03-11,20.492,32.732
2020-03-12,37.224000000000004,9.113999999999999
2020-03-13,31.020000000000003,27.44
2020-03-14,27.072,36.26
2020-03-15,12.2952,55.076
2020-03-16,23.875999999999998,37.828
2020-03-17,27.824,38.024
2020-03-18,27.448,36.848
2020-03-19,23.875999999999998,40.572
2020-03-20,17.7096,49.98
2020-03-21,14.1752,49.784
2020-03-22,15.810800000000002,39.004000000000005
2020-03-23,7.6328000000000005,63.30800000000001
2020-03-24,17.86,40.18
2020-03-25,11.28,57.232
2020-03-26,15.641599999999999,52.332
2020-03-27,21.808,45.668
2020-03-28,12.896799999999999,59.388
2020-03-29,15.1904,48.803999999999995
2020-03-30,18.988,44.688
2020-03-31,34.592,32.928
2020-04-01,31.020000000000003,48.02
2020-04-02,13.0848,56.448
2020-04-03,23.5,49.588
2020-04-04,14.8896,56.448
2020-04-05,6.9748,52.528
2020-04-06,12.4268,49.392
2020-04-07,15.98,52.332
2020-04-08,18.2548,52.332
2020-04-09,14.7204,51.744
2020-04-10,18.8,46.06
2020-04-11,17.4652,43.708
2020-04-12,10.9604,51.548
2020-04-13,14.250399999999999,46.06
2020-04-14,25.192,34.300000000000004
2020-04-15,30.080000000000002,52.135999999999996
2020-04-16,23.688,50.568
2020-04-17,15.434800000000001,47.04
2020-04-18,8.6104,57.232
2020-04-19,5.0948,62.523999999999994
2020-04-20,15.604000000000001,48.02
2020-04-21,19.364,49.196000000000005
2020-04-22,23.5,50.96
2020-04-23,39.856,42.924
2020-04-24,31.96,18.62
2020-04-25,19.176000000000002,124.656
2020-04-26,31.396,49.0
2020-04-27,25.192,70.55999999999999
2020-04-28,33.464,38.22
2020-04-29,27.636,55.86
2020-04-30,20.116,49.784
2020-05-01,19.740000000000002,61.544
2020-05-02,18.8,51.744
2020-05-03,10.9416,50.176
2020-05-04,26.696,57.82
2020-05-05,35.532000000000004,57.623999999999995
2020-05-06,43.052,63.504
2020-05-07,21.62,86.24
2020-05-08,36.66,48.803999999999995
2020-05-09,16.919999999999998,72.71600000000001
2020-05-10,9.494,73.5
2020-05-11,9.4,70.756
2020-05-12,20.68,36.26
2020-05-13,15.98,54.488
2020-05-14,23.124,24.696
2020-05-15,18.424,46.452
